Motivation_Level,Peer_Influence,Access_to_Resources,Parental_Involvement,Gender_Male,Extracurricular_Activities_Yes,Learning_Disabilities_Yes,Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Stress_Proxy,Target
1.0,2.0,1.0,0.0,1.0,1.0,0.0,14.0,90.0,6.0,50.0,0.0,3.0,0.5273,1
1.0,1.0,0.0,1.0,1.0,1.0,0.0,13.0,61.0,8.0,85.0,4.0,3.0,0.4682,0
0.0,0.0,2.0,1.0,0.0,1.0,0.0,27.0,74.0,9.0,84.0,3.0,3.0,0.4955,1
2.0,2.0,0.0,2.0,0.0,1.0,0.0,17.0,81.0,9.0,68.0,1.0,3.0,0.2379,1
1.0,1.0,1.0,1.0,0.0,1.0,1.0,17.0,88.0,8.0,94.0,5.0,2.0,0.4379,1
0.0,1.0,2.0,1.0,1.0,0.0,0.0,23.0,72.0,8.0,87.0,3.0,3.0,0.5591,1
0.0,2.0,1.0,1.0,1.0,1.0,0.0,23.0,71.0,6.0,63.0,1.0,5.0,0.6258,1
1.0,1.0,1.0,2.0,1.0,0.0,0.0,26.0,73.0,8.0,91.0,4.0,5.0,0.3697,1
0.0,2.0,1.0,1.0,1.0,1.0,0.0,19.0,62.0,8.0,86.0,1.0,3.0,0.5894,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,62.0,6.0,79.0,0.0,3.0,0.4288,0
2.0,0.0,1.0,1.0,1.0,1.0,0.0,26.0,87.0,8.0,82.0,1.0,2.0,0.203,1
0.0,0.0,1.0,2.0,1.0,0.0,0.0,18.0,91.0,7.0,73.0,0.0,4.0,0.6303,1
1.0,1.0,1.0,0.0,0.0,1.0,0.0,28.0,73.0,8.0,54.0,4.0,1.0,0.3545,1
0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,61.0,9.0,86.0,2.0,2.0,0.5788,0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,35.0,91.0,10.0,63.0,1.0,5.0,0.4015,1
2.0,2.0,0.0,0.0,0.0,0.0,1.0,24.0,68.0,6.0,67.0,0.0,3.0,0.2848,0
1.0,2.0,1.0,0.0,1.0,1.0,0.0,23.0,63.0,9.0,93.0,2.0,2.0,0.3591,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,17.0,98.0,6.0,62.0,1.0,2.0,0.6712,1
1.0,2.0,2.0,2.0,0.0,1.0,1.0,27.0,69.0,10.0,80.0,1.0,4.0,0.2955,1
1.0,2.0,0.0,0.0,0.0,1.0,0.0,23.0,94.0,9.0,83.0,2.0,2.0,0.3591,1
0.0,2.0,1.0,0.0,1.0,1.0,0.0,28.0,73.0,7.0,63.0,0.0,2.0,0.5545,1
2.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,61.0,7.0,99.0,2.0,3.0,0.1833,1
2.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,99.0,7.0,54.0,3.0,3.0,0.3348,1
1.0,2.0,2.0,1.0,1.0,0.0,0.0,24.0,82.0,8.0,50.0,0.0,2.0,0.3848,1
1.0,2.0,2.0,1.0,1.0,0.0,0.0,13.0,99.0,7.0,81.0,0.0,4.0,0.5015,1
1.0,1.0,1.0,0.0,1.0,1.0,0.0,21.0,74.0,5.0,88.0,1.0,1.0,0.5076,1
0.0,2.0,0.0,0.0,1.0,0.0,0.0,24.0,98.0,6.0,93.0,2.0,4.0,0.6182,1
1.0,1.0,1.0,1.0,0.0,1.0,0.0,31.0,62.0,7.0,51.0,2.0,1.0,0.3652,1
1.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0,94.0,8.0,60.0,2.0,4.0,0.453,1
0.0,2.0,0.0,1.0,1.0,0.0,0.0,12.0,79.0,9.0,80.0,1.0,2.0,0.6091,0
1.0,1.0,1.0,0.0,1.0,1.0,0.0,19.0,88.0,8.0,59.0,2.0,4.0,0.4227,1
1.0,0.0,1.0,2.0,1.0,0.0,0.0,25.0,87.0,7.0,86.0,4.0,2.0,0.4106,1
2.0,2.0,0.0,1.0,1.0,0.0,0.0,19.0,67.0,8.0,96.0,1.0,3.0,0.2561,0
1.0,1.0,1.0,2.0,1.0,1.0,0.0,27.0,71.0,6.0,75.0,2.0,4.0,0.4288,1
2.0,1.0,2.0,1.0,1.0,0.0,0.0,13.0,92.0,6.0,74.0,2.0,2.0,0.3682,1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,62.0,7.0,74.0,2.0,2.0,0.5167,1
1.0,1.0,2.0,2.0,1.0,1.0,0.0,19.0,74.0,6.0,96.0,2.0,3.0,0.4894,1
2.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,74.0,8.0,76.0,5.0,4.0,0.2561,1
1.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,82.0,6.0,86.0,2.0,2.0,0.5652,0
0.0,2.0,0.0,2.0,0.0,1.0,0.0,19.0,61.0,10.0,67.0,1.0,6.0,0.5227,0
2.0,1.0,2.0,1.0,1.0,1.0,0.0,18.0,68.0,10.0,85.0,3.0,3.0,0.197,1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,71.0,8.0,65.0,1.0,2.0,0.4758,0
1.0,0.0,2.0,2.0,0.0,0.0,1.0,20.0,90.0,8.0,82.0,2.0,4.0,0.4152,1
1.0,2.0,0.0,2.0,1.0,0.0,0.0,15.0,71.0,7.0,78.0,0.0,3.0,0.4864,0
1.0,1.0,1.0,2.0,0.0,1.0,0.0,18.0,65.0,5.0,96.0,1.0,2.0,0.5303,1
1.0,2.0,0.0,0.0,1.0,0.0,1.0,9.0,77.0,7.0,80.0,3.0,3.0,0.5318,0
2.0,1.0,2.0,0.0,1.0,0.0,0.0,14.0,69.0,8.0,62.0,1.0,2.0,0.2939,0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,19.0,65.0,6.0,96.0,2.0,2.0,0.4894,1
1.0,2.0,1.0,0.0,1.0,1.0,0.0,16.0,78.0,5.0,50.0,2.0,2.0,0.5455,0
0.0,2.0,0.0,0.0,0.0,1.0,0.0,23.0,89.0,7.0,56.0,4.0,4.0,0.5924,1
1.0,1.0,2.0,1.0,1.0,0.0,0.0,25.0,83.0,7.0,64.0,0.0,2.0,0.4106,1
1.0,0.0,1.0,1.0,0.0,1.0,0.0,29.0,86.0,7.0,61.0,0.0,4.0,0.3803,1
0.0,1.0,1.0,2.0,1.0,0.0,0.0,21.0,77.0,10.0,87.0,1.0,3.0,0.5076,1
1.0,1.0,1.0,2.0,1.0,1.0,0.0,21.0,90.0,8.0,75.0,4.0,2.0,0.4076,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,22.0,64.0,8.0,91.0,0.0,4.0,0.5667,0
2.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,82.0,7.0,65.0,1.0,3.0,0.2591,1
1.0,1.0,1.0,1.0,1.0,0.0,0.0,17.0,97.0,8.0,89.0,1.0,4.0,0.4379,1
0.0,2.0,2.0,1.0,1.0,0.0,0.0,23.0,77.0,6.0,71.0,3.0,4.0,0.6258,1
1.0,1.0,0.0,1.0,1.0,1.0,0.0,19.0,97.0,8.0,54.0,0.0,2.0,0.4227,1
2.0,1.0,1.0,2.0,1.0,1.0,0.0,17.0,72.0,7.0,94.0,1.0,5.0,0.3045,1
0.0,2.0,2.0,1.0,1.0,1.0,0.0,15.0,89.0,8.0,74.0,2.0,2.0,0.6197,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,61.0,8.0,92.0,0.0,2.0,0.4152,0
1.0,0.0,1.0,2.0,0.0,0.0,0.0,15.0,68.0,8.0,70.0,3.0,3.0,0.453,0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,61.0,7.0,81.0,1.0,3.0,0.4485,0
1.0,2.0,0.0,1.0,0.0,1.0,0.0,23.0,83.0,7.0,57.0,2.0,4.0,0.4258,1
0.0,0.0,1.0,2.0,0.0,1.0,0.0,28.0,73.0,7.0,70.0,0.0,6.0,0.5545,1
1.0,2.0,2.0,2.0,0.0,1.0,0.0,24.0,76.0,9.0,85.0,2.0,2.0,0.3515,1
0.0,0.0,0.0,2.0,1.0,1.0,0.0,23.0,85.0,6.0,59.0,1.0,1.0,0.6258,1
1.0,2.0,1.0,1.0,1.0,1.0,0.0,6.0,90.0,9.0,66.0,2.0,2.0,0.4879,1
0.0,2.0,0.0,1.0,1.0,1.0,0.0,34.0,77.0,7.0,80.0,0.0,3.0,0.5091,1
0.0,1.0,2.0,2.0,1.0,0.0,0.0,18.0,66.0,4.0,51.0,2.0,2.0,0.7303,0
1.0,0.0,1.0,2.0,0.0,1.0,0.0,15.0,93.0,9.0,96.0,1.0,2.0,0.4197,1
0.0,2.0,2.0,0.0,1.0,1.0,0.0,16.0,82.0,8.0,73.0,3.0,1.0,0.6121,1
2.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,95.0,8.0,61.0,4.0,1.0,0.3091,1
2.0,0.0,2.0,1.0,1.0,1.0,0.0,28.0,81.0,7.0,90.0,3.0,3.0,0.2212,1
1.0,1.0,1.0,2.0,0.0,1.0,0.0,32.0,87.0,4.0,91.0,2.0,2.0,0.4576,1
1.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,79.0,8.0,73.0,1.0,2.0,0.4076,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,28.0,91.0,5.0,73.0,2.0,2.0,0.4545,1
2.0,1.0,2.0,2.0,0.0,0.0,0.0,26.0,66.0,8.0,71.0,2.0,3.0,0.203,1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,27.0,77.0,7.0,86.0,1.0,3.0,0.5621,1
2.0,1.0,1.0,1.0,1.0,0.0,0.0,21.0,96.0,8.0,64.0,2.0,0.0,0.2409,1
2.0,0.0,2.0,1.0,1.0,1.0,1.0,22.0,93.0,6.0,69.0,0.0,3.0,0.3,1
0.0,2.0,1.0,1.0,0.0,1.0,0.0,19.0,89.0,6.0,88.0,1.0,2.0,0.6561,1
1.0,1.0,2.0,2.0,1.0,1.0,0.0,27.0,72.0,5.0,53.0,1.0,5.0,0.4621,1
1.0,0.0,1.0,2.0,1.0,0.0,0.0,23.0,80.0,9.0,79.0,1.0,2.0,0.3591,1
0.0,0.0,2.0,2.0,1.0,0.0,0.0,17.0,98.0,9.0,94.0,0.0,3.0,0.5712,1
0.0,2.0,1.0,1.0,0.0,1.0,0.0,19.0,64.0,9.0,56.0,2.0,4.0,0.5561,0
1.0,1.0,1.0,0.0,1.0,1.0,0.0,20.0,80.0,5.0,89.0,0.0,3.0,0.5152,1
2.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,85.0,9.0,53.0,1.0,3.0,0.2227,1
1.0,2.0,2.0,0.0,1.0,0.0,0.0,23.0,85.0,8.0,77.0,0.0,4.0,0.3924,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,64.0,8.0,91.0,2.0,3.0,0.3924,0
2.0,2.0,1.0,2.0,1.0,0.0,0.0,28.0,61.0,7.0,76.0,1.0,4.0,0.2212,1
1.0,2.0,1.0,0.0,1.0,1.0,0.0,22.0,73.0,7.0,67.0,3.0,2.0,0.4333,1
1.0,1.0,2.0,2.0,0.0,1.0,0.0,19.0,89.0,10.0,94.0,0.0,1.0,0.3561,1
1.0,2.0,1.0,1.0,1.0,0.0,0.0,15.0,87.0,10.0,83.0,1.0,3.0,0.3864,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,82.0,8.0,85.0,1.0,3.0,0.5818,1
1.0,0.0,1.0,1.0,1.0,0.0,0.0,15.0,67.0,4.0,74.0,0.0,3.0,0.5864,0
2.0,1.0,1.0,0.0,1.0,1.0,0.0,17.0,93.0,9.0,57.0,3.0,2.0,0.2379,1
1.0,1.0,1.0,2.0,1.0,0.0,0.0,31.0,93.0,6.0,80.0,3.0,2.0,0.3985,1
0.0,2.0,2.0,2.0,1.0,1.0,0.0,20.0,81.0,7.0,56.0,1.0,3.0,0.6152,1
1.0,2.0,1.0,2.0,1.0,0.0,0.0,22.0,100.0,7.0,95.0,2.0,4.0,0.4333,1
1.0,0.0,1.0,0.0,1.0,1.0,0.0,22.0,88.0,9.0,62.0,1.0,3.0,0.3667,1
0.0,0.0,2.0,1.0,1.0,0.0,0.0,20.0,69.0,6.0,63.0,0.0,3.0,0.6485,0
1.0,1.0,1.0,2.0,0.0,0.0,0.0,22.0,93.0,8.0,77.0,0.0,1.0,0.4,1
0.0,1.0,1.0,2.0,0.0,0.0,1.0,15.0,65.0,5.0,93.0,2.0,4.0,0.7197,0
1.0,2.0,0.0,2.0,1.0,0.0,0.0,8.0,71.0,8.0,75.0,0.0,3.0,0.5061,0
1.0,2.0,0.0,2.0,0.0,0.0,0.0,21.0,93.0,6.0,87.0,1.0,2.0,0.4742,1
0.0,0.0,2.0,0.0,1.0,1.0,0.0,31.0,63.0,7.0,74.0,3.0,2.0,0.5318,1
1.0,2.0,1.0,0.0,0.0,1.0,0.0,18.0,85.0,10.0,89.0,1.0,3.0,0.3636,1
2.0,1.0,1.0,0.0,0.0,1.0,0.0,20.0,75.0,7.0,97.0,0.0,2.0,0.2818,1
1.0,2.0,0.0,0.0,1.0,0.0,0.0,21.0,70.0,7.0,63.0,0.0,2.0,0.4409,0
2.0,0.0,2.0,0.0,1.0,1.0,0.0,18.0,76.0,10.0,82.0,1.0,4.0,0.197,1
1.0,1.0,2.0,2.0,0.0,1.0,0.0,27.0,72.0,8.0,53.0,3.0,3.0,0.3621,1
0.0,1.0,2.0,1.0,0.0,0.0,0.0,24.0,62.0,7.0,83.0,1.0,2.0,0.5848,0
0.0,1.0,2.0,2.0,1.0,0.0,0.0,19.0,90.0,7.0,59.0,3.0,3.0,0.6227,1
0.0,2.0,1.0,1.0,1.0,0.0,0.0,27.0,86.0,7.0,72.0,1.0,4.0,0.5621,1
1.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,92.0,8.0,94.0,1.0,4.0,0.3621,1
1.0,2.0,0.0,2.0,0.0,1.0,0.0,26.0,97.0,6.0,66.0,2.0,1.0,0.4364,1
1.0,2.0,0.0,2.0,1.0,0.0,0.0,17.0,67.0,10.0,71.0,1.0,3.0,0.3712,0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,31.0,84.0,9.0,87.0,2.0,3.0,0.2985,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,16.0,67.0,5.0,56.0,1.0,2.0,0.7121,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,22.0,99.0,8.0,87.0,1.0,4.0,0.5667,1
0.0,1.0,2.0,1.0,0.0,1.0,0.0,21.0,72.0,9.0,80.0,1.0,3.0,0.5409,1
2.0,2.0,2.0,1.0,1.0,0.0,0.0,27.0,74.0,6.0,51.0,2.0,4.0,0.2621,1
0.0,2.0,1.0,2.0,1.0,1.0,0.0,16.0,86.0,7.0,78.0,1.0,4.0,0.6455,1
1.0,1.0,2.0,1.0,0.0,0.0,0.0,29.0,90.0,7.0,76.0,0.0,1.0,0.3803,1
2.0,2.0,0.0,1.0,1.0,0.0,0.0,24.0,75.0,9.0,95.0,0.0,2.0,0.1848,1
0.0,0.0,0.0,2.0,1.0,1.0,0.0,11.0,91.0,6.0,100.0,4.0,2.0,0.7167,1
1.0,2.0,2.0,0.0,0.0,1.0,0.0,13.0,60.0,7.0,95.0,1.0,1.0,0.5015,0
1.0,2.0,0.0,1.0,0.0,1.0,0.0,12.0,65.0,6.0,86.0,1.0,3.0,0.5424,0
2.0,2.0,2.0,0.0,0.0,1.0,0.0,26.0,88.0,7.0,62.0,1.0,2.0,0.2364,1
0.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,70.0,9.0,86.0,2.0,2.0,0.5561,0
0.0,1.0,2.0,2.0,1.0,1.0,0.0,23.0,79.0,6.0,54.0,1.0,1.0,0.6258,1
1.0,0.0,1.0,1.0,1.0,1.0,0.0,18.0,82.0,6.0,75.0,0.0,4.0,0.497,1
0.0,0.0,1.0,1.0,1.0,1.0,0.0,20.0,79.0,7.0,72.0,1.0,3.0,0.6152,1
1.0,2.0,2.0,1.0,0.0,1.0,0.0,13.0,98.0,6.0,71.0,1.0,1.0,0.5348,1
1.0,2.0,2.0,2.0,1.0,0.0,0.0,29.0,93.0,7.0,74.0,3.0,3.0,0.3803,1
2.0,2.0,2.0,0.0,1.0,1.0,0.0,17.0,67.0,9.0,62.0,3.0,3.0,0.2379,1
1.0,0.0,0.0,1.0,1.0,1.0,0.0,14.0,79.0,5.0,60.0,3.0,5.0,0.5606,0
1.0,0.0,2.0,2.0,1.0,1.0,0.0,23.0,72.0,6.0,89.0,0.0,3.0,0.4591,1
1.0,2.0,1.0,1.0,1.0,0.0,0.0,18.0,89.0,7.0,66.0,2.0,3.0,0.4636,1
0.0,1.0,2.0,1.0,0.0,1.0,0.0,19.0,71.0,7.0,66.0,2.0,3.0,0.6227,1
0.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,62.0,5.0,58.0,0.0,5.0,0.7652,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,72.0,7.0,83.0,3.0,3.0,0.6379,0
1.0,2.0,0.0,0.0,0.0,1.0,0.0,27.0,72.0,7.0,79.0,2.0,2.0,0.3955,1
1.0,1.0,1.0,1.0,0.0,1.0,0.0,14.0,90.0,9.0,56.0,0.0,4.0,0.4273,1
2.0,2.0,1.0,1.0,1.0,1.0,0.0,25.0,70.0,9.0,56.0,0.0,1.0,0.1773,0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,12.0,62.0,9.0,66.0,1.0,2.0,0.4424,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,22.0,70.0,6.0,82.0,1.0,3.0,0.4667,1
0.0,1.0,2.0,2.0,1.0,0.0,0.0,20.0,74.0,7.0,69.0,2.0,2.0,0.6152,1
0.0,2.0,2.0,2.0,0.0,0.0,0.0,23.0,63.0,7.0,100.0,2.0,3.0,0.5924,1
1.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,65.0,9.0,68.0,1.0,3.0,0.4121,0
0.0,1.0,2.0,2.0,1.0,1.0,0.0,20.0,79.0,7.0,85.0,2.0,2.0,0.6152,1
1.0,0.0,2.0,2.0,1.0,0.0,0.0,21.0,86.0,5.0,57.0,1.0,3.0,0.5076,1
1.0,2.0,0.0,2.0,0.0,1.0,0.0,21.0,62.0,7.0,58.0,2.0,1.0,0.4409,0
2.0,1.0,0.0,2.0,0.0,0.0,0.0,18.0,94.0,7.0,79.0,2.0,4.0,0.297,1
0.0,1.0,1.0,1.0,0.0,1.0,0.0,22.0,61.0,5.0,69.0,2.0,2.0,0.6667,0
1.0,0.0,1.0,2.0,1.0,1.0,0.0,20.0,84.0,6.0,79.0,3.0,3.0,0.4818,1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,75.0,8.0,62.0,0.0,2.0,0.6273,0
0.0,2.0,2.0,2.0,1.0,1.0,1.0,25.0,83.0,7.0,94.0,2.0,3.0,0.5773,1
1.0,2.0,0.0,2.0,1.0,0.0,0.0,10.0,94.0,5.0,71.0,1.0,3.0,0.5909,1
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,96.0,8.0,72.0,3.0,5.0,0.6955,1
2.0,2.0,1.0,2.0,1.0,1.0,0.0,35.0,65.0,7.0,84.0,0.0,2.0,0.1682,1
1.0,1.0,2.0,1.0,1.0,1.0,0.0,16.0,99.0,7.0,60.0,2.0,3.0,0.4788,1
2.0,2.0,1.0,1.0,0.0,1.0,0.0,19.0,70.0,7.0,95.0,0.0,3.0,0.2894,1
1.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0,66.0,8.0,83.0,2.0,3.0,0.4227,1
1.0,2.0,1.0,0.0,0.0,0.0,1.0,16.0,83.0,6.0,57.0,0.0,4.0,0.5121,0
0.0,2.0,1.0,2.0,1.0,1.0,0.0,19.0,65.0,9.0,87.0,0.0,2.0,0.5561,1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,25.0,64.0,4.0,53.0,1.0,2.0,0.6773,0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,24.0,76.0,6.0,67.0,2.0,3.0,0.4515,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,17.0,96.0,7.0,50.0,1.0,4.0,0.6379,1
1.0,0.0,1.0,2.0,1.0,1.0,0.0,12.0,81.0,9.0,86.0,2.0,2.0,0.4424,1
1.0,2.0,1.0,1.0,1.0,0.0,0.0,12.0,88.0,8.0,65.0,0.0,4.0,0.4758,1
0.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,60.0,4.0,80.0,2.0,3.0,0.7152,0
1.0,2.0,1.0,1.0,0.0,1.0,0.0,23.0,71.0,5.0,50.0,1.0,1.0,0.4924,1
1.0,2.0,1.0,1.0,1.0,1.0,0.0,13.0,68.0,8.0,95.0,2.0,4.0,0.4682,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.0,89.0,6.0,59.0,2.0,2.0,0.4439,1
1.0,2.0,1.0,2.0,0.0,0.0,0.0,26.0,78.0,8.0,65.0,3.0,3.0,0.3697,1
2.0,2.0,1.0,1.0,1.0,1.0,0.0,18.0,75.0,7.0,66.0,1.0,4.0,0.297,1
2.0,2.0,0.0,0.0,1.0,1.0,0.0,24.0,74.0,8.0,63.0,1.0,3.0,0.2182,1
0.0,2.0,1.0,1.0,1.0,1.0,0.0,11.0,72.0,6.0,94.0,2.0,3.0,0.7167,0
2.0,2.0,2.0,2.0,0.0,1.0,0.0,21.0,88.0,7.0,92.0,2.0,3.0,0.2742,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,83.0,7.0,62.0,0.0,1.0,0.4788,0
2.0,2.0,1.0,2.0,1.0,0.0,0.0,23.0,81.0,8.0,78.0,4.0,3.0,0.2258,1
2.0,2.0,0.0,2.0,1.0,1.0,0.0,21.0,62.0,6.0,54.0,0.0,3.0,0.3076,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,19.0,97.0,8.0,73.0,2.0,1.0,0.4227,1
2.0,1.0,0.0,0.0,1.0,1.0,0.0,25.0,89.0,6.0,82.0,2.0,6.0,0.2773,1
0.0,0.0,1.0,1.0,1.0,1.0,0.0,14.0,70.0,9.0,51.0,1.0,4.0,0.5939,0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,29.0,93.0,7.0,84.0,0.0,3.0,0.3803,1
2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,78.0,8.0,54.0,2.0,4.0,0.3773,0
1.0,0.0,2.0,1.0,1.0,1.0,0.0,19.0,94.0,6.0,91.0,1.0,3.0,0.4894,1
0.0,1.0,0.0,0.0,1.0,1.0,0.0,15.0,64.0,9.0,84.0,0.0,3.0,0.5864,0
1.0,1.0,1.0,2.0,0.0,1.0,0.0,17.0,85.0,7.0,87.0,1.0,1.0,0.4712,1
2.0,1.0,1.0,1.0,0.0,0.0,0.0,22.0,68.0,4.0,87.0,2.0,3.0,0.3667,1
2.0,2.0,0.0,0.0,1.0,1.0,0.0,13.0,79.0,6.0,58.0,2.0,4.0,0.3682,0
1.0,1.0,0.0,2.0,1.0,1.0,0.0,20.0,80.0,6.0,53.0,0.0,2.0,0.4818,1
0.0,0.0,1.0,1.0,0.0,1.0,1.0,31.0,85.0,9.0,71.0,0.0,2.0,0.4652,1
1.0,2.0,1.0,2.0,0.0,1.0,0.0,25.0,88.0,8.0,63.0,2.0,3.0,0.3773,1
0.0,2.0,2.0,2.0,0.0,0.0,0.0,27.0,60.0,6.0,53.0,3.0,2.0,0.5955,1
2.0,1.0,0.0,2.0,1.0,0.0,0.0,26.0,80.0,8.0,73.0,1.0,3.0,0.203,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,16.0,76.0,7.0,95.0,2.0,3.0,0.6455,1
1.0,1.0,1.0,2.0,1.0,0.0,0.0,31.0,61.0,7.0,84.0,2.0,3.0,0.3652,1
1.0,0.0,2.0,1.0,1.0,1.0,0.0,22.0,64.0,8.0,68.0,2.0,4.0,0.4,1
0.0,1.0,0.0,2.0,0.0,1.0,0.0,8.0,83.0,6.0,85.0,1.0,3.0,0.7394,0
2.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,88.0,8.0,92.0,1.0,4.0,0.3394,1
0.0,2.0,1.0,1.0,1.0,1.0,0.0,16.0,79.0,6.0,67.0,2.0,3.0,0.6788,1
0.0,2.0,0.0,0.0,0.0,1.0,0.0,23.0,84.0,9.0,56.0,1.0,4.0,0.5258,1
1.0,2.0,1.0,2.0,0.0,1.0,0.0,35.0,94.0,7.0,63.0,1.0,2.0,0.3348,1
2.0,2.0,1.0,1.0,1.0,1.0,0.0,25.0,84.0,7.0,83.0,1.0,3.0,0.2439,1
2.0,2.0,1.0,0.0,1.0,1.0,0.0,17.0,92.0,6.0,65.0,3.0,2.0,0.3379,1
1.0,0.0,2.0,1.0,1.0,1.0,0.0,23.0,80.0,9.0,74.0,4.0,3.0,0.3591,1
0.0,1.0,0.0,1.0,1.0,1.0,0.0,24.0,89.0,6.0,94.0,2.0,2.0,0.6182,1
1.0,2.0,1.0,0.0,1.0,0.0,0.0,19.0,64.0,6.0,99.0,1.0,3.0,0.4894,0
1.0,1.0,2.0,1.0,1.0,1.0,0.0,26.0,68.0,8.0,90.0,4.0,3.0,0.3697,1
1.0,2.0,1.0,1.0,1.0,1.0,0.0,16.0,75.0,8.0,94.0,0.0,3.0,0.4455,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,20.0,81.0,6.0,53.0,0.0,4.0,0.6485,0
1.0,2.0,0.0,1.0,1.0,1.0,0.0,29.0,76.0,9.0,72.0,1.0,3.0,0.3136,1
1.0,0.0,2.0,2.0,0.0,1.0,0.0,32.0,69.0,5.0,64.0,0.0,3.0,0.4242,1
0.0,2.0,1.0,1.0,0.0,0.0,0.0,26.0,74.0,5.0,86.0,2.0,4.0,0.6364,1
2.0,0.0,1.0,2.0,1.0,0.0,0.0,27.0,90.0,8.0,96.0,0.0,4.0,0.1955,1
2.0,1.0,1.0,0.0,0.0,1.0,0.0,17.0,92.0,8.0,88.0,1.0,3.0,0.2712,1
0.0,1.0,1.0,2.0,1.0,0.0,0.0,20.0,70.0,9.0,75.0,3.0,4.0,0.5485,1
2.0,2.0,1.0,1.0,1.0,1.0,1.0,12.0,88.0,7.0,86.0,3.0,3.0,0.3424,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,12.0,99.0,7.0,66.0,3.0,1.0,0.6758,1
0.0,1.0,1.0,2.0,1.0,1.0,0.0,16.0,89.0,8.0,58.0,2.0,3.0,0.6121,1
1.0,2.0,1.0,0.0,0.0,0.0,0.0,24.0,89.0,5.0,58.0,3.0,3.0,0.4848,1
1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,76.0,6.0,87.0,3.0,4.0,0.5121,1
1.0,1.0,0.0,0.0,1.0,1.0,0.0,17.0,61.0,6.0,58.0,1.0,4.0,0.5045,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,23.0,80.0,7.0,91.0,5.0,1.0,0.5924,1
1.0,2.0,0.0,1.0,1.0,0.0,1.0,12.0,64.0,5.0,67.0,3.0,2.0,0.5758,0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,94.0,7.0,51.0,1.0,3.0,0.4636,1
2.0,1.0,1.0,1.0,1.0,1.0,0.0,25.0,98.0,7.0,90.0,1.0,4.0,0.2439,1
2.0,2.0,1.0,1.0,1.0,0.0,0.0,24.0,61.0,7.0,80.0,0.0,3.0,0.2515,0
2.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,72.0,8.0,67.0,2.0,4.0,0.2333,0
2.0,0.0,1.0,1.0,1.0,1.0,0.0,13.0,67.0,6.0,80.0,1.0,2.0,0.3682,0
